content,score,sentiment
susah daftar makin byk amplikasi dn mkin ribet ajah mau isi listrik g bs hrs pkai amplikasi tp daftar e susah gk lolos trs bikin password gk bs trs gagal mulu,1,Negative
verifikasi wajah ribet udh sesuai instruksi gk bisa,3,Negative
hapus aplikasi sangat membinggungkan lelet transaksi menu lengkap tranfer dana 10 bisa diranfer minimal 20 000 lebih bagus aplikasi yg lama bni banking lengkap buka aplikasi cepat tampil bagus yg lama tidak tampil wondr tarik sama sekali,1,Negative
kalau siap gak usah launching apk baru nyusahin saja biasa pake bni mobile lancar2 saja pake susah loading minta ampun jaman digital gin perlu transaksi digital lewat apk praktis jangan malah mundur belakang,1,Negative
makin ribet baru nemuin bank punya 2 aplikasi,1,neutral
susah sekli verifikasi wajah kyak kurang serius bikin aplikasi,1,Negative
sering maintenance banyak baik,2,Positive
aplikasi buruk kembali mobile banking bni dulu,1,neutral
busuk cacat,1,neutral
masih blm mobile tunia ya kelas bni masa aplikasih m-banking nya ada pilih tarik tunai padahal penting bgt buat orang kaya yg suka lupa bawa atm,3,Positive
sumpah burukkkkkk banget verifikasi wajah dekat kan lah kalau kamera dah burik harus suruh beli hp lagi mohon lah bni mudah hidup jangan sulit ajah gw makin lama alih bank ajah kalau ini semua pakek verifikasi dah makin kagak jelas bni,2,Negative
bgus,5,neutral
oke kalau begitu,5,neutral
tolong upgrade untuk transaksi kartu kalo di apk ngga tapi kalo yg apk bni lama,2,Negative
ini fitur e wallet nya ga di guna tiap mau pakai selalu eror,1,neutral
mantap banyak promo nya,5,Positive
di wondr by bni tidak fitur setor tunai tarik tunai kartu jadi kembali ke aplikasi mobile bni,3,Negative
verifikasi wajah ga selesai apa ada batas mending biar daftar cs langsung,1,Negative
aplikasi mbanking buruk baru 1 kali masuk kode verifikasi tapi gagal kata nya berulangkali gagal,1,Negative
aplikasi busuk selalu gagal kirim kode otp padahal kode benar,1,Negative
apakah pindah bni mobile wondr isi semua sini,5,Negative
gx verifikasi wajah udah coba puluh kali beberapa hari,1,neutral
sy beri bintang 1 krn lupa pasword masuk daftar awal tp sensor wajah selalu tolak batas kriteria tdk jelas tunduk wajah berulang2 tp selalu tolak saat butuh transaksi malah suruh ulang besok hari,1,Negative
aplikasi tolol verifikasi wajah susah baanget biar apa coba,2,Negative
susah sekali verifikasi email nya,1,Negative
verifikasi wajah repot sumpah,2,neutral
cashback 20 000 masuk,2,Negative
shrusnya guna aplikasi bni lama lngsung login aja kayak livin nggak perlu daftar lg bikin ribet aja,1,Negative
mantul di beranda lihat history dg sentuh nomor rekening bisa ubah daftar nama favorit transfer sedia 200 nama yg lain eksplor sendiri karena kait privasi matur nuwun thx 4 bni all the best,5,Negative
untuk fitur mobile tunai sedia app wondr y,3,Positive
mantap dah,5,Negative
verivikasi wajah gagal terus padahal ikut tunjuk layar kurang rekomen,1,Negative
buat apa bni pake 2 aplikasi fungsi hampir sama tidak kembang aplikasi lama aja mau hilang nasabah apa mau bayar listrik mb sekarang tidak bisa,1,Negative
buruk proses daftar,1,Positive
mntap jiwa,5,neutral
aku bru nyoba daftar pas aku coba isi malah saldo gak masuk bagaimana aplikasi wondr saldo msih nol,1,Negative
manfaat banget,4,Positive
sayang gk tarik tunan,2,Positive
makin ribet bagus m-banking,1,Negative
susah nasabah ide bagus kalau fitur sepenuh fungsi alih wondr semua fitur bni mbanking belum pakai bni mbanking fitur mobile tunai setor tunai atm baru alih wondr di wondr gaada menu mobile tunai setor via atm tolong segera tindak lanjut tidak gembar gembor promo wondr kesiap fitur noll,1,Negative
jelek riwayat transaksi ada sisa saldo,4,Negative
maaf mohon bisa perangkat aplikasi buka hp oppo cph1701 mau daftar wonder by bni mohon buka hp,5,Negative
jika aplikasi siap dipublish kocak gak aplikasi yg lama makin tingkat padahal aplikasi yg lama sudah lumayan oke hadehh,1,Negative
menu e-wallet nya belum ya,5,Positive
verifikasi wajah selalu gagal cape deh,2,Negative
susah verifikasi wajah buang2 waktu pakaj lama saja,1,Negative
enak pke bni mobile yg lama fitur komplit praktis simple lg yg baru udh susah ribet lg,1,Negative
transaksi lewat wonder sangat lambat,4,Positive
sangat manfaat fiture limpah hingga mudah transaksi terima kasih,5,Positive
bagus cuma di baik loading aplikasi nya lama,5,Negative
aplikasi terlalu ribet utama verifikasi wajah bolak balik g masuk2,1,Negative
tambah fitur vcn di bnimobile banking,5,Negative
sistem perlu kaji selalu stuck kirim otp email minta kode otp malah g kirim kode email yg tuju bintang satu aplikasi g dipake,1,Negative
sangat memyaskan tapi minta untuk wondr fitur mobile tunai terimakasih,5,neutral
ribet bni banyak aplikasi bikin repot nasabah mau beli token via m banking yg jelas2 biasa lancar malah paksa diarahin aplikasi ini aplikasi yg mekso,1,Negative
kenapa buat cetak rekening koran nya sedia ya atau download transaksi m-banking bni nya,5,Positive
tambah fitur nya,5,neutral
baru instal minta update proses update x lama lagi,4,neutral
aplikasi baaababbi susah kali mau masuk terlalu ketat data aseli gk mau,1,Negative
massa ganggu terus buat ngirimm ga worth it makin kesini wondrr masa masihbelum juga tranferss,1,Positive
pasword apal luar kepala kali pakai gak masalah tiba pasword nyata salah minta bikin pasword baru telah jadi lancar pas keluar aplikasi 1 jam kemudian coba login lagi pasword nyata salah minta buat pasword baru kelas bni kok apl nya gin amat padahal pasword 2 ke 3 tulis si kertas saya save otomatis akhir malah suruh nunggu besok padahal urgent buat apa bikin apl kalo cm nyusahin orang,2,Negative
pas mau masukin kode otp verifikasi email selalu invalid padahal udh bener kode,1,Negative
aplikasi ga dipake eror mulu sudah selesai verifikasi wajah malah muncul notif kendala sistem terus,1,Negative
bagus improve,5,neutral
tolong fitur tarik tunai nya cepat dikembangin wondr jgn pakai kode otp sms lagi coba aplikasi kode cepat kaya punya livin mandiri ajar bumn terimkasih,5,Negative
aduh knp limit jd sedikit pki,4,Negative
bikin ga transaksi aja ni aplikasi klo buat seriusin dong gimana cara buat akun udah desak gin aja suruh ngasi informasi terupdate buang waktu,1,neutral
kenapa selalu kendala klo mau msuk aku skrang akun sya gk aktif biometriknya,2,Negative
aplikasi ok cuma ada menu kayak mutasi potong biaya admin kartu kok nemu gak kayak bni mobile ajaj,4,Negative
apknya bagus cuma kapan menu stortarik tunai woy,1,Negative
kurang - catat biaya rekening biaya kartu - riwayat saldo akhir - fitur bni call custumer service - fitur hapus rekening,1,Positive
ganggu terus bisa buka udah lama kata maintenance maintenance brpa lama lagi urgent,1,Negative
mas lebih baik belum cek tagih cicil lihat cicil rumah lain wonder bisa lihat tabung sama kartu kredit,1,Positive
gimana aplikasi mau login trs transaksi blg pin salah suruh verifikasi oke turut pas mau login lg malah pasword salah pinta lg verifikasi sdh 2 hari bgini trs pdhl hfl luar kepala pasword pin tp tetep salah mau ny apa sih,1,Negative
wondr ist the best terimakasih wondr bu bni,5,Positive
aplikasi gakjelas saya mau transfer gagal email tulis dana kembali cek di aplikasi dana saya tetap kurang mohon cerah saya nasabah baru cukup kecewa kendala sangat jelas ini padahal butuh sedang desak sekali aplikasi malah error jelas sungguh kecewa saya sudah chat cs namun tidak di balas sampai skrg,1,Negative
dari beberapa ulas semua masalah kendala teknis login verifikasi tapi solusi pihak aplikasi saran kualitas internet stabil kita pakai beberapa daerah dg jaring internet yg beda kenapa engga pihak aplikasi baik kualitas,1,Negative
mau transaksi va telah masuk nomor va nya malah arah wallet mohon baik cara kerja,1,Positive
belum fitur transaksi kartu segera update,3,Positive
sekarang bisa guna wondr by bni,5,Negative
ada potong cicil tpi catat transaksi uang keluar,1,Negative
aneh diikutin pandu nya malah oleng,1,neutral
sangat mudah pakai,5,neutral
mohon maaf sangat untuk verifikasi wajah kondisi saat dengan ada satu jadi bisa verifikasi minta verifikasi buka dua mata mohon baik terimakasih,3,Negative
verifikasi wajah susah gagal kali paksa banget buat download ini karna biasa bayar listrik mbangikng aja udah skrg lewat app ini waktu daftar verifikasi wajah susah,1,neutral
lot,1,Negative
mntep,5,neutral
bagaimana cara daftar wonder bila hongkong punya e kpt,1,neutral
ui jelek bagus lama,1,Negative
jempol,5,neutral
cape pakai aplikasi baru minta update terus tiap mau transaksi update data lg kalo lama guna update lg capeee deeehhhh,2,Negative
mending daripada bni mobile,5,neutral
aplikasi ga guna beli token listrik ga masuk2,1,neutral
transaksi uang mudah,5,Negative
sangat susah masyarakat kecil,2,Negative
daftar mesti pake ktp aku sedang luar negri susah bener pdhl aku jg pake mbanking bni mau bayar listrik kata suruh pake apk wondrby bni pdhl belum bisa aja pake mbanking,2,Negative
transaksi makin mudah okeee,5,Positive
splash screen nya terlalu lama,2,Negative
makin ribet bni serba update,2,Negative
biasa byr tagih listrik lalu mbanking bni skr alih k aplikasi ini sudah aktifasi sgl macem malah g bs buat setor tagih listrik malah menuhin memory hp aja lsg uninstall aja pindah k apk bank lain yg lebih praktis,1,Positive
lemahhhh,2,neutral
amazing,5,neutral
susaj banget buat verifikasi wajah asik gagal terus mending aplikasi yg lama aja deh,1,Positive
aplikasi gak jelas tiap buka mau ngecek kok susah sekali login nya,1,Negative
banyak promo,5,Positive
gabret,1,neutral
aplikasi gak jelas minta kode verifikasi otp email 5 kali coba gak masuk2,1,Negative
sangag baik,5,neutral
hay bni mau jawab apk punya saudara sama mengunakan wondr by bni tf tmn nya tidak pernah kendala pada tf saya selalu kendala,1,Negative
lebih simpel lebih gampang pake nya,5,Positive
lah kok sisa saldo dalam rekening hilang sisa 15rb raib hilang korupsi nih transaksi lihat apa hilang nya,1,Negative
bagus aplikasi mantap,5,Positive
fiturnya blum lengkap aplikasi mobile banking bni sprti setor tarik tunai tnpa krtu,3,neutral
1 filter periode transaksi nge bug gabs beda 2 gak sisa saldo masing transaksi debit kredit 3 gabs download mutasi rekening per periode,1,Positive
buku kurang jelas ada keluar pasu saldo ahir,1,Negative
transfer hasil terus email masuk gagal saldo lenyap berpa hari ada min muncul salfonya,1,Negative
kenapa tiap mau daftar malah ga verifikasi wajah email langsung verifikasi kartu debit tolong jawab yaa sebab apa karna blm pernah daftar ini pertama kali,2,neutral
saya ngirim pulsa kemaren gak masuk sekarang trus uang gak juga padahal terang kirim gagal gimana,5,Negative
susah vermuk nya,1,neutral
gabisa login otomatis pake hp kentang a05,1,Positive
tolong dong koreksi apk-nya klo kyk gin mending pke apk awal dri bukti tf aja gk lengkap plis lah segera benah apknya,1,Negative
aplikasi sangat bantu,5,Negative
ribet berat,2,neutral
aplikasi bagus mbanking yg mudah dlm operasional saat verifkasi wajah sering hrs ulang ulang pdhl cukup terang cahaya kirim kode otp lama bgitu terima masuk sdh ga laku hadehhh,3,Negative
ini wonder gimna sih bayar qris gagal terus kalau ga balikin sini duit gw udh top up wondernya gagal terus bayar nya anjg,1,Negative
cara tarik tunai kartu d wonder bagaimana ko ga fiturnya,3,Positive
udah jaman digital apk lama banget ngasi fitur stor tunai payah bank dah pake hp klo stor tunai malah mas pake kartu gada mudah samsek nyusahin,1,Negative
sumpah knpa akhir bni kacau banget sekarang mau transaksi aja ganggu mulai setor tunai gak masuk rekening,1,Positive
verifikasi email selalu gagal yah,3,Negative
kenapa saldo 35 tidak transaksi di luar batas maksimum transfer bca tida hm,1,neutral
susah buat verifikasi wajah ngulang ngulang terus,1,Positive
bikin ribet,1,Negative
miskin fitur sunyi seperti aplikasi belum,2,Negative
1 aplikasi apa sudah bni mobile suruh download wonder fitur mirip bni mobile juga yang transaksi bni moblie suruh kewonder lagi cuma bikin ful memori saja 2 aplikasi soe sdh mau transaksi suruh kewonder verifikasi belit sdh foto ktp isi nik veri wajah lama kali sdh masuk suruh veri email lagi kode otp lama kirim nah sudah buru mau transaksi jadi tunda karena aplikasi soe ini 3 mau transaksi nama tuju sensor kan tol l,1,Negative
mksih min mungkin butuh sesuai mbangking,4,Negative
suruh pindah mbangking aplikasi yg ribet ini mending pindah rekening,1,Negative
baru coba pertama kali transaksi transfer tp hasil itu terus aplikasi sangat bantu,1,Negative
ruwet daftar sj ke kantor mending pake m banking yg lbh bagus fitur nya,1,Negative
baik sekali,5,Negative
wondr by bni sangat bantu sya kantor rumah harus cari atm antri lama di bank tq bni,5,Negative
smnjak ada aplikasi semua transaksi bank bni jdi smakin mudah,5,neutral
verivikasi wajah udh kali gagal terus klo blm d oprasionalkan d skip dl lah,1,neutral
ketika buka apknya suka lama ya,2,neutral
kali masuk kode verifikasi email gagal terus kocak,1,Negative
selalu updete data trus bisa masuk dan susah lambat ngusurin trus mau buka aplikasi ini,1,Negative
sangat senang,5,neutral
susah verifikasi imael,3,neutral
ikan fitur-fitur baru yg tarik,5,neutral
bintang 3 dulu ga tarik tunai mobile alias cashless,3,Positive
verifikasi wajah susah sekali udah dekat sama jauh wajah toleh kiri kanan masih gagal satu ini apklikasi kalo lama ga buka kereset daftar ulang proses selalu stuck verifikasi wajah untuk fitur aplikasi udah oke bisa lihat insight bulan kita,1,Negative
kacau kode verifikasi,2,Negative
gk di buka aplikasi bayar,1,neutral
susah sekali buat aktifasi,1,neutral
wondr by bni memang oke,5,neutral
sebel bgt gagal trs verifikasi wajah,1,Negative
ada biaya tambah beli token listrik via apk bisa gratis,1,Positive
bni ribet ada wonder bni mobile banking biar ngapain itu,1,neutral
aplikasi busuk gak tarik tunai kartu atm yg lucu kantor cabang bni malah suruh uninstall bni mobile banking nya,1,Negative
oke laaaah,5,neutral
biasa aplikasi baru benah mudah2an update ikut ada transaksi bayar pgn biaya didik sila wonder bni terus benah,5,Positive
pakai qris uang potong tpi ditokone blm masuk sering ganggu nyebelin bgt,1,neutral
goodjob bravo bni,5,neutral
puas,5,neutral
kata aplikasi lebih moderen mana nyata aplikasi banyak masalah udahlah kembangin bni mobile aja pada aplikasi gak jelas makan dana buat korupsi doang aplikasi,1,Negative
tidak tarik tunai atm,2,Positive
mantap,5,Positive
ga tarik tunai kartu kalau ga siap jangan suruh pindah sih mana mbankingku bni ga di pake dih ga,1,Negative
tidak fitur mobile tunai kecewa alih bni mobile wondr fiturnya sangat sedikit wondr banyak bni mobile,3,Negative
mending pakai bni mobile banking simpel gak ribet,1,neutral
susah udah bagus mobile banking bni lagi buat aplikasi baru bikin ribet klu mau bikin baru knp gak update mobile banking bni nya,1,Negative
verifikasi wajah bikin kesal,1,neutral
histori transaksi baru terupdate banding apps bni mobile lama malah apps yg lama terupdate transaksi tolong segera fix bug nya,3,Negative
apresiasi bni dgn aplikasi baru walaupun benar lbh suka kalo bni mobile banking yg develop bkn ganti apps so far good sih dgn interface nya yg lbh simple proses registrasi jg mudah,5,neutral
aplikasi parah,1,neutral
knp klu mau beli token selalu minta instal,3,neutral
aplikasi sampah habis diinstall gak buka muncul notifikasi ada sedikit kendala coba lagi,1,Negative
harus terus terus vertifikasi udah masang password ttp salah udah masang pin ttp salah aneh memang app,1,Negative
mau login wondr gak bisaaaa udah dteng kantor cabang ttep gabisaa smpe udh apus aplikasi karna suruh cs nya sekarang malah gak di download udh 1 jam nungguin haduhhhh,2,Negative
belum pake aplikasi ini tapi kalau lihat rating belum bintang 4 keluh user jadi ragu pake nya kalau aplikasi lama jangan tutup fitur nya aplikasi minimal bintang 4 kmaren mau beli token listrik aplikasi lama malah suruh pakai aplikasi ini,4,Negative
mantap transaksi lancar aman,5,Positive
